,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
248,Maruti Swift Dzire VDI,500000,120000,Diesel,Individual,Manual,2,23.4,1248,74.0,5.0,7
249,Maruti Ertiga SHVS ZDI Plus,1000000,70000,Diesel,Individual,Manual,1,24.52,1248,88.5,7.0,5
250,Hyundai Getz 1.3 GVS,110000,120000,Petrol,Individual,Manual,2,14.2,1341,82.9,5.0,13
251,Hyundai i20 1.2 Magna,320000,100000,Petrol,Individual,Manual,2,18.5,1197,80.0,5.0,9
253,Maruti Swift LXI Optional-O,350000,100000,Petrol,Individual,Manual,1,20.4,1197,83.11,5.0,6
254,Tata Indica Vista TDI LS,170000,162500,Diesel,Individual,Manual,1,19.4,1405,70.0,5.0,8
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,39000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,4
256,Maruti Ignis 1.3 Alpha,500000,75000,Diesel,Individual,Manual,1,26.8,1248,74.0,5.0,4
257,Tata Hexa XTA,1380000,50000,Diesel,Individual,Automatic,1,17.6,2179,153.86,7.0,4
258,Mahindra Marazzo M6 8Str,1300000,40000,Diesel,Individual,Manual,1,17.3,1497,121.0,8.0,2
259,Hyundai Verna 1.6 CRDI,530000,92500,Diesel,Individual,Manual,1,22.32,1582,126.3,5.0,8
260,Maruti Swift Dzire VDI,360000,158000,Diesel,Individual,Manual,1,23.4,1248,74.0,5.0,9
261,Maruti Swift Dzire LDi,310000,120000,Diesel,Individual,Manual,1,19.3,1248,73.9,5.0,9
262,Honda City i DTEC V,725000,50000,Diesel,Individual,Manual,2,26.0,1498,98.6,5.0,6
263,Maruti Swift Dzire ZDi,340000,110000,Diesel,Individual,Manual,1,19.3,1248,73.9,5.0,9
264,Hyundai Xcent 1.2 CRDi E,550000,2000,Diesel,Individual,Manual,2,25.4,1186,73.97,5.0,4
265,Toyota Fortuner 3.0 Diesel,1150000,181000,Diesel,Individual,Manual,2,11.5,2982,171.0,7.0,10
266,Tata Tiago 1.05 Revotorq XZ,380000,70000,Diesel,Individual,Manual,1,27.28,1047,69.0,5.0,5
267,Nissan Sunny XL AT Special Edition,350000,90000,Petrol,Individual,Automatic,2,17.97,1498,99.6,5.0,8
268,Hyundai Elite i20 Magna Plus BSIV,610000,2000,Petrol,Individual,Manual,1,18.6,1197,81.86,5.0,2
269,Maruti Swift Dzire VXI,525000,20000,Petrol,Individual,Manual,1,20.85,1197,83.14,5.0,6
270,Toyota Innova 2.5 GX 7 STR,480000,120000,Diesel,Individual,Manual,1,12.8,2494,102.0,7.0,10
271,Mahindra Thar CRDe,780000,35000,Diesel,Individual,Manual,1,16.55,2498,105.0,6.0,4
272,Maruti Swift Dzire ZDi,320000,193000,Diesel,Individual,Manual,1,19.3,1248,73.9,5.0,9
273,Maruti Swift 1.2 DLX (Only Delhi),375000,80000,Petrol,Individual,Manual,1,20.4,1197,81.8,5.0,7
274,Datsun GO D Petrol,300000,40000,Petrol,Individual,Manual,1,19.02,1198,67.05,5.0,2
275,Hyundai i20 Asta 1.4 CRDi,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5.0,6
276,Mahindra Scorpio LX,404000,122358,Diesel,Individual,Manual,1,12.05,2179,120.0,9.0,10
277,Tata Sumo Gold EX BSIII,500000,75000,Diesel,Individual,Manual,1,14.07,2956,69.01,7.0,6
278,Tata Tiago Wizz 1.05 Revotorq,350000,120000,Diesel,Individual,Manual,1,27.28,1047,69.0,5.0,4
279,Tata Zest Revotron 1.2 XT,380000,40000,Petrol,Individual,Manual,1,17.57,1193,88.7,5.0,6
280,Hyundai Accent GLE,114999,95200,Petrol,Individual,Manual,3,13.2,1495,94.0,5.0,13
281,Honda Brio Exclusive Edition,335000,33033,Petrol,Dealer,Manual,1,19.4,1198,86.8,5.0,7
282,Hyundai Grand i10 AT Asta,465000,63063,Petrol,Dealer,Automatic,1,18.9,1197,82.0,5.0,6
283,Tata Manza Club Class Quadrajet90 LX,290000,60000,Diesel,Individual,Manual,1,21.02,1248,88.76,5.0,9
284,Maruti Alto LX,110000,45000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,16
285,Tata New Safari DICOR 2.2 EX 4x2,450000,80000,Diesel,Individual,Manual,3,11.57,2179,138.1,7.0,10
286,Mahindra Bolero SLE,400000,170000,Diesel,Individual,Manual,2,13.6,2523,63.0,7.0,12
287,Mahindra Bolero DI DX 7 Seater,210000,207890,Diesel,Individual,Manual,2,13.6,2523,63.0,7.0,14
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,7976,Diesel,Individual,Automatic,1,17.9,2143,170.0,5.0,3
289,Maruti Omni E MPI STD BS IV,220000,35000,Petrol,Individual,Manual,1,16.8,796,34.2,8.0,5
290,Hyundai Grand i10 Sportz,450000,35000,Petrol,Individual,Manual,1,18.9,1197,82.0,5.0,4
292,Hyundai i10 Sportz AT,290000,50000,Petrol,Individual,Automatic,1,16.95,1197,78.9,5.0,8
293,Maruti Swift VXI Deca,520000,20000,Petrol,Individual,Manual,1,20.4,1197,81.8,5.0,5
294,Hyundai i10 Sportz AT,265000,20000,Petrol,Individual,Automatic,1,16.95,1197,78.9,5.0,10
295,Maruti Swift VXI,330000,50000,Petrol,Individual,Manual,2,18.6,1197,85.8,5.0,9
297,Mahindra Bolero 2011-2019 ZLX,509999,120000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,7
298,Hyundai Verna 1.6 SX VTVT (O),500000,70000,Petrol,Individual,Manual,1,17.1,1591,121.3,5.0,7
299,Hyundai i20 Active 1.2,525000,50000,Petrol,Individual,Manual,1,17.19,1197,81.86,5.0,6
300,Maruti Baleno Zeta,675000,16500,Petrol,Individual,Manual,1,21.01,1197,81.8,5.0,2
301,Hyundai i20 1.2 Asta,300000,70000,Petrol,Individual,Manual,1,17.0,1197,80.0,5.0,11
302,Maruti Alto LXI,90000,99361,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,16
303,Maruti Swift Dzire VDI,650000,25000,Diesel,Individual,Manual,1,26.59,1248,74.0,5.0,4
304,Maruti Swift Dzire VXI,409000,70000,Petrol,Individual,Manual,2,19.1,1197,85.8,5.0,7
305,Hyundai Grand i10 CRDi Sportz,395000,80000,Diesel,Individual,Manual,2,24.0,1120,70.0,5.0,6
307,Maruti Swift Dzire VXI,400000,70000,Petrol,Individual,Manual,2,19.1,1197,85.8,5.0,7
308,Chevrolet Beat LS,120000,60000,Petrol,Individual,Manual,3,18.6,1199,79.4,5.0,9
309,Tata Tigor 1.2 Revotron XZA,645000,10000,Petrol,Individual,Automatic,1,20.3,1199,84.0,5.0,3
310,Maruti 800 Std,81000,80000,Petrol,Individual,Manual,1,16.1,796,37.0,4.0,15
311,Honda City i-DTEC VX,1300000,30000,Diesel,Individual,Manual,1,25.6,1498,97.9,5.0,4
312,Honda City i-DTEC VX,1250000,33000,Diesel,Individual,Manual,1,25.6,1498,97.9,5.0,4
313,Maruti Ertiga VXI,535000,90000,Petrol,Individual,Manual,3,16.02,1373,93.7,7.0,8
314,Nissan Terrano XV Premium 110 PS,555000,80100,Diesel,Individual,Manual,2,19.01,1461,108.5,5.0,7
315,Honda City i VTEC VX,725000,120000,Petrol,Individual,Manual,1,17.4,1497,117.3,5.0,7
317,Renault KWID RXL,229999,40000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,5
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,800000,160000,Diesel,Individual,Manual,2,12.99,2494,100.6,8.0,8
319,Maruti Wagon R VXI BS IV,409999,47000,Petrol,Individual,Manual,1,20.51,998,67.04,5.0,4
320,Hyundai Creta 1.4 CRDi S Plus,1210000,25000,Diesel,Individual,Manual,1,21.38,1396,88.7,5.0,3
321,Tata Tiago 1.2 Revotron XZ,400000,26000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,4
322,Hyundai Grand i10 1.2 CRDi Sportz,520000,29000,Diesel,Individual,Manual,1,24.0,1186,73.97,5.0,3
323,Maruti Baleno Zeta Automatic,650000,50000,Petrol,Individual,Automatic,1,21.4,1197,83.1,5.0,5
324,Maruti Swift ZXI ABS,325000,58000,Petrol,Individual,Manual,3,16.1,1298,88.2,5.0,10
325,Maruti Swift Dzire VXi AT,420000,120000,Petrol,Individual,Automatic,1,17.4,1197,85.8,5.0,9
326,Maruti Swift LXI Option,400000,50000,Petrol,Individual,Manual,1,20.4,1197,81.8,5.0,7
327,Hyundai i20 1.2 Asta,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5.0,11
328,Maruti Zen LXI,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,18
329,Maruti Celerio LXI,351000,36000,Petrol,Individual,Manual,1,23.1,998,67.04,5.0,4
330,Toyota Innova 2.5 V Diesel 8-seater,404000,120000,Diesel,Individual,Manual,3,12.8,2494,102.0,8.0,14
331,Maruti Ritz LDi,185000,185000,Diesel,Individual,Manual,3,21.1,1248,73.9,5.0,10
332,Nissan Micra Diesel XV,250000,50000,Diesel,Individual,Manual,1,23.08,1461,63.1,5.0,10
333,Maruti Zen LXI,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,19
334,Hyundai Verna 1.6 SX VTVT (O),500000,50000,Petrol,Individual,Manual,2,17.1,1591,121.3,5.0,8
335,Maruti Zen Estilo LXI BSIII,85000,80000,Petrol,Individual,Manual,2,18.2,998,67.1,5.0,14
337,Maruti Alto LX,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,16
338,Maruti Swift Dzire ZDi,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5.0,10
339,Maruti A-Star Vxi,130000,162000,Petrol,Individual,Manual,2,19.0,998,66.1,5.0,11
340,Maruti Ertiga VDI,480000,110000,Diesel,Individual,Manual,3,20.77,1248,88.76,7.0,8
341,Maruti Swift Ldi BSIII,170000,120000,Diesel,Individual,Manual,3,17.8,1248,75.0,5.0,13
342,Nissan Micra Diesel XV,275000,45000,Diesel,Individual,Manual,1,23.08,1461,63.1,5.0,10
343,Maruti Wagon R LXI,89000,90000,Petrol,Individual,Manual,2,18.9,998,67.1,5.0,16
344,Ford Figo Diesel Titanium,170000,90000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,11
345,Mahindra XUV300 W8 Option BSIV,1090000,16500,Petrol,Dealer,Manual,1,17.0,1197,110.0,5.0,2
346,Hyundai Creta 1.6 CRDi AT SX Plus,1100000,67000,Diesel,Individual,Automatic,1,17.01,1582,126.2,5.0,4
347,Maruti Swift VXI BSIV,610000,52000,Petrol,Dealer,Manual,1,22.0,1197,81.8,5.0,3
348,Datsun GO T Option BSIV,335000,40000,Petrol,Dealer,Manual,1,20.63,1198,67.0,5.0,5
349,Hyundai Grand i10 Asta,434999,40000,Petrol,Dealer,Manual,1,18.9,1197,82.0,5.0,6
350,Toyota Fortuner 2.8 2WD MT BSIV,3000000,35000,Diesel,Individual,Manual,1,14.24,2755,174.5,7.0,3
351,Renault KWID RXL,390000,13000,Petrol,Dealer,Manual,1,20.71,799,53.26,5.0,3
352,Honda Brio 1.2 VX MT,325000,40000,Petrol,Dealer,Manual,1,18.5,1198,86.8,5.0,9
353,Volkswagen Ameo 1.2 MPI Comfortline Plus,640000,10000,Petrol,Dealer,Manual,1,17.0,1198,73.75,5.0,2
354,Nissan Sunny XV Special Edition,450000,9000,Petrol,Dealer,Manual,1,16.95,1498,97.7,5.0,9
355,Toyota Etios Liva GD SP,400000,70000,Diesel,Dealer,Manual,2,23.59,1364,67.06,5.0,8
356,Hyundai i10 Sportz,215000,60000,Petrol,Dealer,Manual,1,20.36,1197,78.9,5.0,12
357,Renault Duster 85PS Diesel RxL,570000,40000,Diesel,Dealer,Manual,1,20.45,1461,83.8,5.0,7
358,Mahindra XUV500 W8 2WD,680000,93000,Diesel,Dealer,Manual,1,15.1,2179,140.0,7.0,9
359,Toyota Innova 2.5 V Diesel 7-seater,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7.0,13
360,Tata Indigo CS eGLX BS IV,150000,50000,Petrol,Individual,Manual,2,15.64,1193,64.08,5.0,10
361,Hyundai Elantra SX AT,690000,68000,Petrol,Dealer,Automatic,1,14.5,1797,147.5,5.0,8
362,Mercedes-Benz New C-Class 220 CDI AT,1550000,25000,Diesel,Individual,Automatic,1,14.84,2143,170.0,5.0,8
363,Tata Nano STD,64000,18000,Petrol,Dealer,Manual,1,25.4,624,37.5,4.0,9
364,Nissan Micra Diesel XL,250000,120000,Diesel,Individual,Manual,1,23.08,1461,63.1,5.0,8
365,Maruti Wagon R LXI,65000,35000,Petrol,Individual,Manual,1,18.9,998,67.1,5.0,16
366,Maruti Swift Dzire VDI,550000,60000,Diesel,Individual,Manual,2,26.59,1248,74.0,5.0,5
367,Hyundai i10 Magna,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5.0,11
368,Renault KWID RXT,300000,30000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,5
369,Volkswagen GTI 1.8 TSI,800000,70000,Petrol,Individual,Automatic,1,16.34,1798,189.3,5.0,5
373,Tata Safari Storme EX,503000,110000,Diesel,Individual,Manual,1,14.1,2179,147.94,7.0,6
374,Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Individual,Automatic,1,18.0,1969,190.0,5.0,2
375,Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Trustmark Dealer,Automatic,1,19.16,2494,157.7,5.0,5
376,Maruti Wagon R LXI,225000,58343,Petrol,Trustmark Dealer,Manual,1,21.79,998,67.05,5.0,8
377,Maruti Baleno Alpha 1.3,740000,38817,Diesel,Dealer,Manual,1,27.39,1248,74.0,5.0,3
378,Honda Jazz VX,550000,56494,Petrol,Trustmark Dealer,Manual,1,18.2,1199,88.7,5.0,5
379,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Trustmark Dealer,Manual,2,12.99,2494,100.6,7.0,8
380,Maruti Swift AMT VVT VXI,650000,5621,Petrol,Trustmark Dealer,Automatic,1,22.0,1197,81.8,5.0,2
381,Toyota Etios VX,625000,25538,Petrol,Trustmark Dealer,Manual,1,16.78,1496,88.73,5.0,4
382,Maruti Swift AMT ZXI,600000,69779,Petrol,Dealer,Automatic,1,22.0,1197,81.8,5.0,3
383,Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Dealer,Manual,1,24.0,1186,73.97,5.0,4
384,BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Dealer,Automatic,1,16.78,1995,190.0,5.0,2
385,BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Dealer,Automatic,1,16.78,1995,190.0,5.0,2
386,Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Trustmark Dealer,Automatic,1,19.0,1199,88.76,5.0,2
388,Volvo V40 D3 R-Design,2475000,2000,Diesel,Dealer,Automatic,1,16.8,1984,150.0,5.0,3
389,Hyundai i10 Magna,150000,106000,Petrol,Individual,Manual,3,20.36,1197,78.9,5.0,11
391,Honda CR-V 2.4L 4WD AT,500000,120000,Petrol,Individual,Automatic,2,11.1,2354,158.8,5.0,12
392,Maruti Swift Dzire VDI,480000,90000,Diesel,Individual,Manual,1,26.59,1248,74.0,5.0,6
393,Hyundai Verna 1.6 SX CRDi (O),535000,70000,Diesel,Individual,Manual,3,22.32,1582,126.32,5.0,7
394,Toyota Innova 2.5 G1 Diesel 8-seater,250000,240000,Diesel,Individual,Manual,3,12.8,2494,102.0,8.0,16
395,Maruti SX4 Celebration Diesel,300000,100000,Diesel,Individual,Manual,2,21.5,1248,88.8,5.0,9
396,Hyundai Verna XXi ABS (Petrol),340000,214000,Petrol,Individual,Manual,2,13.9,1599,103.2,5.0,12
397,Hyundai Verna CRDi SX,340000,214000,Diesel,Individual,Manual,2,16.8,1493,110.0,5.0,12
398,Maruti Alto 800 VXI,240000,50000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,5
399,Honda City i-VTEC CVT V,1085000,1000,Petrol,Individual,Automatic,1,18.0,1497,117.6,5.0,3
400,Maruti Swift Dzire AMT VDI,750000,19000,Diesel,Individual,Automatic,1,28.4,1248,74.02,5.0,4
401,Tata Indigo LS,95000,265000,Diesel,Individual,Manual,2,17.0,1405,70.0,5.0,9
402,Maruti Eeco CNG 5 Seater AC,409999,35000,CNG,Individual,Manual,1,20.88,1196,61.7,5.0,1
403,Maruti Alto K10 VXI,215000,80000,Petrol,Individual,Manual,2,23.95,998,67.05,5.0,7
404,Mahindra XUV500 AT W10 AWD,1290000,50000,Diesel,Individual,Automatic,1,16.0,2179,140.0,7.0,5
405,Maruti Alto K10 LXI,150000,80000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,11
406,Hyundai EON Sportz,219000,50000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,8
407,Tata Tiago 1.2 Revotron XE,325000,100000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,3
408,Maruti Eeco Smiles 5 Seater AC,260000,120000,Petrol,Individual,Manual,2,15.1,1196,73.0,5.0,8
428,Honda Amaze S CVT Diesel BSIV,700000,40000,Diesel,Individual,Automatic,1,23.8,1498,78.9,5.0,2
429,Hyundai Creta 1.4 CRDi Base,950000,45000,Diesel,Individual,Manual,1,21.38,1396,88.7,5.0,4
430,Maruti Alto LXi BSIII,160000,80000,Petrol,Individual,Manual,2,19.7,796,46.3,5.0,11
431,Hyundai Xcent 1.1 CRDi S Option,409999,135000,Diesel,Individual,Manual,2,24.4,1120,71.01,5.0,6
432,Toyota Innova 2.5 G (Diesel) 7 Seater,840000,120000,Diesel,Individual,Manual,2,12.99,2494,100.6,7.0,6
433,Toyota Etios Liva Diesel,450000,67000,Diesel,Individual,Manual,1,23.59,1364,67.1,5.0,8
434,Maruti Swift Dzire ZDI Plus,900000,50000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,4
435,Toyota Innova 2.5 V Diesel 7-seater,570000,134000,Diesel,Individual,Manual,2,12.8,2494,102.0,7.0,13
436,Nissan Micra Diesel XV,254999,110000,Diesel,Individual,Manual,2,23.08,1461,63.1,5.0,10
437,Maruti 800 AC BSIII,130000,40000,Petrol,Individual,Manual,1,16.1,796,37.0,4.0,12
438,Maruti Swift Dzire VDI,530000,120000,Diesel,Individual,Manual,2,23.4,1248,74.0,5.0,8
439,Volkswagen Polo 1.5 TDI Highline,520000,110000,Diesel,Individual,Manual,2,20.14,1498,88.8,5.0,6
440,Mahindra Verito 1.5 D2 BSIII,229999,170000,Diesel,Individual,Manual,2,21.0,1461,64.1,5.0,10
441,Maruti 800 AC BSIII,81000,80000,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,17
442,Maruti Swift VDI Optional,600000,47000,Diesel,Individual,Manual,1,25.2,1248,74.0,5.0,5
443,Hyundai Xcent 1.2 Kappa S Option,409999,93000,Petrol,Individual,Manual,1,19.1,1197,81.86,5.0,6
444,Maruti 800 Std,120000,70000,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,11
445,Maruti Celerio VXI,320000,50000,Petrol,Individual,Manual,1,23.1,998,67.04,5.0,7
446,Ford Figo Diesel EXI,292000,70000,Diesel,Individual,Manual,1,20.0,1399,68.05,5.0,6
447,Tata Safari DICOR 2.2 LX 4x2,390000,80000,Diesel,Individual,Manual,1,13.93,2179,138.03,7.0,9
448,Ford Figo 1.2P Titanium Plus MT,550000,44000,Petrol,Individual,Manual,1,18.16,1196,86.8,5.0,5
449,Maruti Celerio ZXI,385000,25000,Petrol,Individual,Manual,1,23.1,998,67.04,5.0,7
450,Hyundai Creta 1.6 VTVT S,800000,25000,Petrol,Individual,Manual,1,15.29,1591,121.3,5.0,5
451,Maruti Swift Dzire VXI 1.2,675000,10000,Petrol,Individual,Manual,1,21.21,1197,81.8,5.0,2
452,Tata Hexa XT,1525000,50000,Diesel,Individual,Manual,1,17.6,2179,153.86,7.0,3
453,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,30000,Diesel,Individual,Manual,1,23.0,1498,98.96,5.0,3
454,Hyundai i20 Active 1.4 SX with AVN,610000,50000,Diesel,Individual,Manual,2,21.19,1396,88.73,5.0,6
455,Hyundai i20 Asta 1.4 CRDi,525000,120000,Diesel,Individual,Manual,1,22.54,1396,88.73,5.0,9
457,Mahindra Bolero 2011-2019 SLE,375000,80000,Diesel,Individual,Manual,1,15.96,2523,62.1,7.0,6
458,Nissan Terrano XL Plus 85 PS,580000,90000,Diesel,Individual,Manual,1,20.45,1461,83.8,5.0,6
459,Maruti Swift VXI Windsong Limited edition,434999,50000,Petrol,Individual,Manual,2,20.4,1197,83.11,5.0,6
460,Datsun RediGO 1.0 S,350000,2136,Petrol,Individual,Manual,1,22.5,999,67.0,5.0,1
461,Toyota Innova 2.5 G (Diesel) 7 Seater,730000,250000,Diesel,Individual,Manual,1,12.99,2494,100.0,7.0,9
462,Hyundai i20 Magna 1.2,600000,35000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,6
463,Toyota Innova 2.5 VX (Diesel) 7 Seater,1050000,120000,Diesel,Individual,Manual,1,12.99,2494,100.6,7.0,6
464,Maruti Baleno Alpha 1.3,735000,70000,Diesel,Individual,Manual,1,27.39,1248,74.0,5.0,4
465,Renault Duster 110PS Diesel RxZ,1050000,18000,Diesel,Dealer,Manual,1,19.6,1461,108.45,5.0,3
466,Chevrolet Enjoy 1.3 TCDi LS 7,420000,110000,Diesel,Individual,Manual,2,18.2,1248,73.74,7.0,5
467,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,60000,Diesel,Individual,Manual,1,23.65,1248,88.5,5.0,4
468,Toyota Fortuner 4x2 AT,2000000,60000,Diesel,Individual,Automatic,1,12.55,2982,168.5,7.0,6
469,Maruti Swift Dzire VDI,600000,147000,Diesel,Individual,Manual,2,26.59,1248,74.0,5.0,5
470,Toyota Fortuner 4x2 AT,1900000,130000,Diesel,Individual,Automatic,1,12.55,2982,168.5,7.0,6
471,Chevrolet Captiva LT,500000,99500,Diesel,Individual,Manual,3,11.5,1991,147.9,7.0,10
472,Tata Indica Vista Aqua 1.4 TDI,200000,110000,Diesel,Individual,Manual,2,17.0,1405,71.0,5.0,10
473,Nissan Micra Active XL Petrol,370000,35000,Petrol,Individual,Manual,1,19.49,1198,67.04,5.0,5
474,Hyundai Verna Transform CRDi VGT SX ABS,260000,110000,Diesel,Individual,Manual,2,16.2,1493,110.0,5.0,11
475,Mahindra KUV 100 mFALCON D75 K8,280000,100000,Diesel,Individual,Manual,1,25.32,1198,77.0,6.0,5
476,Maruti Ertiga VXI,610000,21000,Petrol,Individual,Manual,1,16.02,1373,93.7,7.0,7
477,Ford Fiesta Titanium 1.5 TDCi,300000,60000,Diesel,Individual,Manual,2,23.5,1498,90.0,5.0,8
478,Tata Indigo CS LX DiCOR,140000,40000,Diesel,Individual,Manual,1,16.6,1405,70.0,5.0,11
479,Hyundai i10 Magna 1.1L,229999,50000,Petrol,Individual,Manual,1,19.81,1086,68.05,5.0,13
480,Maruti A-Star Vxi,200000,65000,Petrol,Individual,Manual,2,19.0,998,66.1,5.0,11
481,Maruti Wagon R VXI BSIII,200000,80000,Petrol,Individual,Manual,1,18.9,998,67.1,5.0,10
482,Hyundai Verna 1.6 CRDi S,560000,119000,Diesel,Individual,Manual,1,23.9,1582,126.2,5.0,6
483,Maruti Ertiga SHVS VDI,750000,80000,Diesel,Individual,Manual,1,24.52,1248,88.5,7.0,5
484,Maruti Swift VDI BSIV,585000,90000,Diesel,Individual,Manual,1,25.2,1248,74.0,5.0,4
485,Hyundai Verna 1.6 VTVT S Option,760000,20000,Petrol,Individual,Manual,1,17.01,1591,121.4,5.0,5
486,Maruti Swift VDI BSIV,430000,80000,Diesel,Individual,Manual,2,25.2,1248,74.0,5.0,7
487,Mahindra KUV 100 D75 K6 Plus,480000,44665,Diesel,Individual,Manual,1,25.32,1198,77.0,6.0,1
488,Kia Seltos HTE D,643000,10000,Diesel,Individual,Manual,1,20.8,1493,113.4,5.0,2
489,Hyundai Xcent 1.2 VTVT S,500000,60000,Petrol,Individual,Manual,1,20.14,1197,81.86,5.0,3
490,Honda Brio 1.2 S MT,425000,22000,Petrol,Individual,Manual,1,18.5,1198,86.8,5.0,5
491,Maruti Alto 800 LXI,250000,25000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,7
492,Maruti Celerio LDi,285000,70000,Diesel,Individual,Manual,1,27.62,793,47.0,5.0,5
493,Maruti Swift Dzire VXi,160000,123000,Petrol,Individual,Manual,3,17.5,1298,85.8,5.0,13
494,Volkswagen Vento Diesel Trendline,250000,70000,Diesel,Individual,Manual,2,20.54,1598,103.6,5.0,10
495,Chevrolet Beat LS,170000,70000,Petrol,Individual,Manual,2,18.6,1199,79.4,5.0,8
496,Toyota Etios Liva GD,409999,45000,Diesel,Individual,Manual,1,23.59,1364,67.06,5.0,8
497,Hyundai Grand i10 AT Asta,400000,40000,Petrol,Individual,Automatic,1,18.9,1197,82.0,5.0,6
498,Maruti Swift Dzire VDI,700000,30000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,2
499,Honda Civic 1.8 V AT,350000,90000,Petrol,Individual,Automatic,1,12.9,1799,130.0,5.0,14
500,Maruti Ertiga BSIV VXI,660000,34000,Petrol,Individual,Manual,2,17.5,1373,91.1,7.0,5
501,Maruti Alto 800 VXI,268000,25000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,4
502,Maruti Alto 800 VXI,270000,50000,Petrol,Individual,Manual,1,22.74,796,47.3,5.0,5
503,Chevrolet Beat Diesel LT,300000,50000,Diesel,Individual,Manual,1,25.44,936,57.6,5.0,8
504,Tata Tiago 1.2 Revotron XZ,450000,90000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,4
505,Chevrolet Beat Diesel LT,220000,70000,Diesel,Individual,Manual,2,25.44,936,57.6,5.0,9
506,Tata New Safari DICOR 2.2 VX 4x2,250000,146000,Diesel,Individual,Manual,2,13.93,2179,138.0,7.0,12
507,Ford Figo Petrol EXI,300000,85000,Petrol,Individual,Manual,2,15.6,1196,70.0,5.0,9
508,Tata Indica V2 2001-2011 DLS BSIII,88000,201850,Diesel,Individual,Manual,2,17.88,1396,52.8,5.0,12
509,Maruti Swift Dzire VDI,561000,30000,Diesel,Individual,Manual,1,26.59,1248,74.0,5.0,5
510,Maruti Swift Dzire VDI,755000,15000,Diesel,Individual,Manual,1,28.4,1248,74.02,5.0,3
511,Datsun RediGO S,235000,25000,Petrol,Individual,Manual,1,22.7,799,53.64,5.0,4
512,Maruti Alto K10 LXI,165000,90000,Petrol,Individual,Manual,1,20.92,998,67.1,5.0,10
513,Maruti Swift Dzire LDi,190000,80000,Diesel,Individual,Manual,2,19.3,1248,73.9,5.0,13
514,Tata Indica V2 DLX BSII,110000,50000,Diesel,Individual,Manual,1,17.2,1396,53.5,5.0,10
515,Mahindra Bolero 2011-2019 DI 4WD NON AC,320000,80000,Diesel,Individual,Manual,2,13.6,2523,63.0,8.0,9
517,Hyundai i20 Asta Option 1.2,540000,38000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,5
518,Hyundai EON Era Plus,180000,60000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,8
520,Maruti Swift Dzire 1.2 Vxi BSIV,450000,30000,Petrol,Individual,Manual,1,17.5,1197,85.8,5.0,9
521,Maruti Swift Dzire VXI,450000,30000,Petrol,Individual,Manual,1,19.1,1197,85.8,5.0,7
522,Chevrolet Beat LT,200000,50000,Petrol,Individual,Manual,1,18.6,1199,76.8,5.0,6
